R.Time (min),Intensity,MW_PEG,normalized RI
13.65,120,3941.02487282002,0.025855365474339035
13.65833,117,3902.333549353114,0.025272161741835147
13.66667,115,3864.01306427855,0.024883359253499222
13.675,112,3826.1508534420386,0.024300155520995334
13.68333,110,3788.6963158977824,0.02391135303265941
13.69167,107,3751.6008594781265,0.02332814930015552
13.7,105,3714.949133946561,0.022939346811819597
13.70833,103,3678.6921642570683,0.02255054432348367
13.71667,101,3642.7829197195747,0.022161741835147745
13.725,99,3607.3033501399805,0.02177293934681182
13.73333,96,3572.2060526627665,0.021189735614307932
13.74167,94,3537.4455067218087,0.020800933125972008
13.75,92,3503.101045532083,0.02041213063763608
13.75833,90,3469.126786857397,0.020023328149300156
13.76667,89,3435.478670700946,0.01982892690513219
13.775,88,3402.233494610071,0.01963452566096423
13.78333,86,3369.3468472593686,0.019245723172628303
13.79167,84,3336.776081603636,0.01885692068429238
13.8,83,3304.595537934242,0.01866251944012442
13.80833,81,3272.7622279746765,0.01827371695178849
13.81667,80,3241.234871708451,0.01807931570762053
13.825,78,3210.085428267636,0.017690513219284602
13.83333,77,3179.272286264488,0.017496111975116642
13.84167,77,3148.755488532624,0.017496111975116642
13.85,75,3118.604686718523,0.017107309486780714
13.85833,73,3088.779602018067,0.01671850699844479
13.86667,71,3059.241557274538,0.016329704510108865
13.875,70,3030.057968390642,0.0161353032659409
13.88333,69,3001.189846106619,0.01594090202177294
13.89167,68,2972.5997521857653,0.015746500777604977
13.9,67,2944.3529362634354,0.015552099533437015
13.90833,66,2916.4116572437056,0.015357698289269051
13.91667,65,2888.739675997715,0.015163297045101089
13.925,65,2861.4001433407616,0.015163297045101089
13.93333,64,2834.356526398164,0.014968895800933127
13.94167,63,2807.5737467308318,0.014774494556765163
13.95,62,2781.1129218246374,0.0145800933125972
13.95833,61,2754.938688383308,0.014385692068429238
13.96667,61,2729.017091562735,0.014385692068429238
13.975,60,2703.407279059474,0.014191290824261276
13.98333,60,2678.0750198550527,0.014191290824261276
13.99167,59,2652.9874468176113,0.013996889580093312
14.0,59,2628.201799597907,0.013996889580093312
14.00833,58,2603.684943361927,0.01380248833592535
14.01667,58,2579.4050639996944,0.01380248833592535
14.025,57,2555.4175530071498,0.013608087091757388
14.03333,56,2531.6903368392877,0.013413685847589424
14.04167,56,2508.19262090329,0.013413685847589424
14.05,56,2484.978006695786,0.013413685847589424
14.05833,55,2462.015448222941,0.013219284603421462
14.06667,54,2439.2751378831385,0.0130248833592535
14.075,54,2416.8089437085787,0.0130248833592535
14.08333,53,2394.586814589808,0.012830482115085537
14.09167,52,2372.5798984647713,0.012636080870917573
14.1,51,2350.8383847883024,0.012441679626749611
